establishment_id,name_of_restaurant,province,city/municipality,address,opening_hours,closing_hours,cuisine_type,dine-in,takeout,delivery,average_price_range,rating,contact_information,coordination,description,image,category,Category_Encoded
102,Sanitary Restaurant Branch 1,Ilocos Sur,Vigan,"16 A Bonifacio, Vigan City, 2700 Ilocos Sur",10:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,No,400,4.1,776045109.0,"17.57284372072982, 120.38678973730586","Sanitary Restaurant Branch 1, situated in Ilocos Sur, Philippines, is a popular dining spot known for its clean and hygienic environment. The restaurant offers a diverse menu featuring traditional Filipino dishes and international cuisines to cater to various tastes. Visitors can enjoy local favorites such as lomi, mami, pancit Luzon, siopao, and siomai in this bustling Chinese-Ilokano restaurant.","https://www.google.com/maps/place/Sanitary+Restaurant+Branch+1/@17.5726835,120.3867875,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMB4ueOA73A796mplJAf1TNQR19E0CTY06euRUI!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMB4ueOA73A796mplJAf1TNQR19E0CTY06euRUI%3Dw114-h86-k-no!7i4000!8i3000!4m7!3m6!1s0x338e6575912d72a1:0x856566eaa0bd4548!8m2!3d17.5726585!4d120.3867798!10e5!16s%2Fg%2F12qgdm23x?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
103,Kardo's Grill House,Ilocos Sur,Vigan,"Candon Diversion Rd, Vigan City, 2700 Ilocos Sur",11:00:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,No,500,3.7,9565229911.0,"17.561388073040366, 120.39052345810703","Kardo's Grill House is a cozy restaurant situated in the scenic province of Ilocos Sur, Philippines. It is well-known for its delectable grilled dishes that highlight the rich flavors of Filipino cuisine. The restaurant offers a delightful dining experience with friendly service and a warm ambiance. While some patrons have noted small serving sizes, others have praised the seafood boodle fight and the variety of options available for their unli grill offering.","https://www.google.com/maps/place/Kardo's+Grill+House/@17.5611733,120.3905771,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMKqUgfKoEBCfoUIYgZlQJqsYAPbGWDAm4Gduay!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMKqUgfKoEBCfoUIYgZlQJqsYAPbGWDAm4Gduay%3Dw203-h270-k-no!7i3000!8i4000!4m7!3m6!1s0x338e657bbaf2d287:0xb4adf7766b91405f!8m2!3d17.5611733!4d120.3905771!10e5!16s%2Fg%2F11mxybykcf?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
104,Tessie's Restaurant,Ilocos Sur,Vigan,"H9FP+4M5, Vigan City, Ilocos Sur",07:00:00 AM,07:00:00 PM,Filipino Food,Yes,Yes,No,200,4.2,9777222072.0,"17.57298308665504, 120.38673273169927","Tessie's Restaurant in Vigan is a popular choice for budget-conscious travelers looking for satisfying meals. This two-storey carinderia-style eatery offers a variety of affordable dishes, including silog and budget meals priced between 50 to 150. Visitors rave about the huge, tasty siopao and the lomi dish with kimchi. While some find the siopao okay but slightly dry, others appreciate its soft and tasty bun.",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100067690651867,Budget-Friendly,0
105,Mira Hills Restaurant,Ilocos Sur,Bantay,"HCQ8+Q55, MABILBILASUR CITY &, Bantay, CITY, Bantay, Ilocos Sur",09:00:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,No,400,3.8,,"17.58966282942898, 120.4154989326056",The restaurant Mira Hills is a good stop for traveller going to Vigan or Ilocos Norte. The food is good and the price is reasonable. It even has a pasalubong center. The vigan longanisa are vacuum packed and frozen; the restaurant also have outdoor seating. Notice a small stage.,"https://www.google.com/maps/place/Mira+Hills+Restaurant/@17.5893765,120.4154882,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMFxGfUOFFID1pOmjAxHBSVcZdGU8W_L95TkebE!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMFxGfUOFFID1pOmjAxHBSVcZdGU8W_L95TkebE%3Dw114-h86-k-no!7i4032!8i3024!4m7!3m6!1s0x338e65cb8ef9d00b:0xcb7bdfc21d3bfa68!8m2!3d17.5893765!4d120.4154882!10e5!16s%2Fg%2F11bzywkqpf?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
106,Inong's Yard Restaurant & CafÃÂ©,Ilocos Sur,Candon,"Patpata Access Road, Candon, 2710 Ilocos Sur",11:30:00 AM,08:00:00 PM,Filipino Food,Yes,Yes,Yes,400,4.8,9285211787.0,"17.15687570742878, 120.43541749032408","Inong's Yard Restaurant & Cafe is a charming and picturesque establishment, offering a warm and inviting atmosphere. Patrons can enjoy a delectable selection of dishes, with the beef samgyupsal being one of the notable options on the menu. However, it would be enhanced if there were various flavors offered for the different cuts available. The restaurant prides itself on delivering top-notch services and maintaining high-quality standards in both their cuisine and customer experience.","https://www.google.com/maps/place/Inong's+Yard+Restaurant+%26+Cafe/@17.1567211,120.4353903,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOWXPKOM72kFc9CL66WmZ4Y6c3u7R7kf5lOlHMN!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOWXPKOM72kFc9CL66WmZ4Y6c3u7R7kf5lOlHMN%3Dw203-h270-k-no!7i3072!8i4096!4m7!3m6!1s0x338e1b511d327f17:0x172cc295b1eac763!8m2!3d17.1565887!4d120.4353853!10e5!16s%2Fg%2F11q4g7b8gd?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
107,Senorita Dulce House of Foods,Ilocos Sur,Bantay,"HCJX+FVR, Bantay, Ilocos Sur",09:00:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,No,400,3.9,9399358358.0,"17.581532042187636, 120.44965016151374","Senorita Dulce House of Foods is a roadside eatery that attracts travelers seeking a break, whether for refreshment, nourishment, or relaxation. The total payment for three dishes, inclusive of rice and water, amounted to 455 pesos. While the portion sizes were disappointingly small and the dinakdakan was slightly tough, the sinigang na bangus stood out with its excellent taste. The establishment's decor is decent and cleanliness deserves praise.","https://www.google.com/maps/place/Senorita+Dulce+House+of+Foods/@17.5812457,120.4496287,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMjufft5evnLRkZXIeseCX9M4GMJafpvdRSLFo!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMjufft5evnLRkZXIeseCX9M4GMJafpvdRSLFo%3Dw114-h86-k-no!7i4608!8i3456!4m7!3m6!1s0x338e66648f07e57d:0xa264f02f9b2c65aa!8m2!3d17.5812457!4d120.4496287!10e5!16s%2Fg%2F11c2pkz2wy?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
108,Govantes Bistro,Ilocos Sur,Vigan,"Metro, Encarnacion Cpd, Bayubay Sur, San Vicente, Vigan City, 2726 Ilocos Sur",07:00:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,Yes,400,3.8,9062663846.0,"17.581779248668536, 120.37967858701849","Govantes Bistro & Guesthouse is a charming riverside restaurant and guesthouse in Vigan. The bistro offers an excellent selection of food, including Stuffed Squid and Pinakbet with Bagnet. The well-ventilated restaurant has electric fans for added comfort. It accepts GCash and credit cards as modes of payment. Guests praise the relaxed ambiance, friendly staff, and beautiful riverside view.","https://www.google.com/maps/place/Govantes+Bistro/@17.581644,120.3797237,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPbKVgs6KqHfzXgvIy6vdHdOaLdhQNXK6ZE9f0X!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPbKVgs6KqHfzXgvIy6vdHdOaLdhQNXK6ZE9f0X%3Dw203-h152-k-no!7i1280!8i960!4m7!3m6!1s0x338e656917fcc017:0xeef80ed9d1b69fd2!8m2!3d17.5815645!4d120.3797215!10e5!16s%2Fg%2F11sq3frx_d?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
109,Sagat Crust Food House,La Union,Rosario,"6CMM+R4F, Rosario, La Union",07:30:00 AM,06:00:00 PM,Filipino Food,Yes,Yes,No,200,4.1,9478938638.0,"16.23482859517102, 120.4327729740746","Sagat Crust Food House is a charming old house turned into a food haven located along the national highway in Amlang, Rosario, La Union. The menu boasts an array of delectable treats such as Carabao Burger, scalded Carabao Milk, Empanada and the highly recommended Beef Mushroom pizza.","https://www.google.com/maps/place/Sagat+Crust+Food+House/@16.2345588,120.4327817,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOHNzbW5T7cCH0Tmea-Iq64AuDcPUVHyhAfcMce!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOHNzbW5T7cCH0Tmea-Iq64AuDcPUVHyhAfcMce%3Dw203-h152-k-no!7i4032!8i3024!4m7!3m6!1s0x3391718120c70251:0x1d91bcb2a0622445!8m2!3d16.2345711!4d120.4327837!10e5!16s%2Fg%2F11c0r2s7q3?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Budget-Friendly,0
110,"Waves Point Resto Bar
",La Union,San Juan,"Brgy, San Juan, 2514 La Union",10:00:00 AM,12:00:00 AM,Resto Bar,Yes,Yes,Yes,600,4.2,9770767557.0,"16.664749559446555, 120.32833254566606","Waves Point Resto Bar is a newly opened Peruvian beachfront dining spot located along the popular surf strip of San Juan. The restaurant offers a unique blend of Spanish, Chinese, and Japanese flavors with an island vibe. Situated in front of the Mebuyans Vessell art installation, the spacious venue provides ample parking and a refreshing ocean breeze. While the decor may be aging and the music lacks effort, it offers unobstructed views and delicious cuisine.","https://www.google.com/maps/place/Waves+Point+Resto+Bar/@16.664539,120.3287757,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPGdj0RROf9DQ2W8e9cAa_EV53TAN7uQyPQywBk!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPGdj0RROf9DQ2W8e9cAa_EV53TAN7uQyPQywBk%3Dw203-h152-k-no!7i5712!8i4284!4m16!1m8!3m7!1s0x33918d7c27595e2b:0x4b1312124c4db9ef!2sWaves+Point+Resto+Bar!8m2!3d16.6644618!4d120.328354!10e2!16s%2Fg%2F11stn_8j45!3m6!1s0x33918d7c27595e2b:0x4b1312124c4db9ef!8m2!3d16.6644618!4d120.328354!10e5!16s%2Fg%2F11stn_8j45?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
111,Bay-Bay Seafood & Grill - La Union,La Union,San Juan,"San Juan, La Union",09:00:00 AM,10:00:00 PM,Seafood,Yes,Yes,Yes,600,4.1,9567847407.0,"16.665260145991887, 120.33408308728067","Bay-Bay Seafood & Grill, a popular seafood eatery situated in San Juan within the Ciabel Hotel premises, is renowned for its delectable array of oceanic offerings. Diners can indulge in their well-known Ultimate Seafood Feast, a generous platter of marine delicacies accompanied by unlimited servings of rice and meant to be enjoyed boodle fight style. The cuisine at Bay-Bay Seafood & Grill is highly regarded for its scrumptious flavors and appropriately portioned servings.","https://www.google.com/maps/place/Bay-Bay+Seafood+%26+Grill+-+La+Union/@16.6651374,120.3339532,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMgLfWgMH8Jk2z07ESUtlKQCP3W55mxubZ0THXw!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMgLfWgMH8Jk2z07ESUtlKQCP3W55mxubZ0THXw%3Dw203-h287-k-no!7i1242!8i1758!4m7!3m6!1s0x33918d6f59267e6f:0xb6a842a3a5d114d!8m2!3d16.6650135!4d120.334126!10e5!16s%2Fg%2F11fn008l1q?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
112,Seawadeeka,La Union,San Fernando,"San Fernando, La Union",11:00:00 AM,09:00:00 PM,Thai Food,Yes,Yes,No,400,4.0,,"16.66142589381604, 120.32508474481435","Seawadeeka is a restaurant that specializes in serving Asian staples such as pad Thai, nasi lemak, and satay. It started as a food truck before establishing a permanent location in Urbiztondo. The restaurant is known for its affordable Asian street food offerings like Pork Satay Sticks, Pad Thai, and Vietnamese Fresh Spring Rolls.","https://www.google.com/maps/place/Seawadeeka/@16.6611998,120.3251062,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPMYTaf9TLRykt1ODua-PSBl_wn3y3mirLESJEM!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPMYTaf9TLRykt1ODua-PSBl_wn3y3mirLESJEM%3Dw203-h270-k-no!7i3024!8i4032!4m7!3m6!1s0x33918d954bf0505b:0xe72e6b213585bbef!8m2!3d16.6611998!4d120.3251062!10e5!16s%2Fg%2F11fx802vq3?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
113,LAKAY AGO NATURE'S PARK,La Union,Agoo,"24 208, Agoo, La Union",09:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,No,400,3.9,,"16.332511062967008, 120.37722781641261","Lakay Ago Nature's Park in Agoo is a charming nature park with a hobbit-inspired nook and an open-air restaurant nestled in a picturesque garden setting. The park boasts an array of Bougainvillea, the provincial flower of La Union, and offers stunning sunset views over the town. It also provides camping grounds and serves as a venue for various special events.","https://www.google.com/maps/place/LAKAY+AGO+NATURE'S+PARK/@16.3322121,120.3772731,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipM80Xz3IIg8ACMglFhuWfGEPhSd0okW8N15NtBV!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipM80Xz3IIg8ACMglFhuWfGEPhSd0okW8N15NtBV%3Dw86-h138-k-no!7i1274!8i2048!4m7!3m6!1s0x339177040c9beb67:0x33dfef9810c6699f!8m2!3d16.3322434!4d120.37726!10e5!16s%2Fg%2F11swmk64y3?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
114,Coco Mama La Union,La Union,San Juan,"Great Northwest Philippines Travel Stop and View Deck, MacArthur Hwy, San Juan, 2513 La Union",10:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,No,400,4.3,9668276807.0,"16.65985245998535, 120.32225017330197","Coco Mama La Union is a popular dessert spot known for its dairy-free and vegan coconut ice cream served in a coconut husk. The delicately balanced, not overly sweet ice cream is topped with pinipig for a crunchy contrast. With its second branch in San Juan after the success of its Boracay location, both locals and tourists love their unique ice cream offerings. In addition to the delicious coconut ice cream, they also serve buko pandan flavor and offer mochi balls.",https://itin-dev.wanderlogstatic.com/freeImage/tohtbd1LAeNZBZW1Dj2JECjRbBjXfeQ5,Moderate,1
115,Silong CafÃÂ©,La Union,San Fernando,"M84C+JH2, San Fernando, La Union",10:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,No,200,3.5,,"16.798573498263202, 120.30367069617854","Silong CafÃÂ© offers a variety of breakfast meals, with the option to order additional servings for those with bigger appetites. The staff is friendly and the cafÃÂ© is open 24/7, making it convenient for any time of day. The affordable prices make it a great spot for a filling meal, and they also offer fruit shakes at reasonable prices. Customers appreciate the delicious food and the free-flowing soup that comes with their meals.",https://itin-dev.wanderlogstatic.com/freeImage/H0rbHYpV6N1c7JrdvV1dXEYPFglT25lr,Budget-Friendly,0
